City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,moerai,-22.43,-151.33,70.29,75,74,24.49,PF,1595292970
291,veraval,20.9,70.37,83.46,78,19,14.27,IN,1595292971
292,kargat,55.2,80.28,58.19,90,100,10.98,RU,1595292971
293,porto novo,6.5,2.6,77.0,94,20,5.82,BJ,1595292971
294,terrace,54.52,-128.6,62.6,93,90,6.93,CA,1595292971
295,neiafu,-18.65,-173.98,78.8,88,75,3.36,TO,1595292971
296,mogadishu,2.04,45.34,76.93,82,100,20.96,SO,1595292971
297,ahipara,-35.17,173.17,60.3,83,9,12.77,NZ,1595292972
298,buluang,13.31,123.34,86.07,68,93,2.51,PH,1595292972
299,abbeville,50.1,1.83,53.01,82,0,5.86,FR,1595292972
300,solnechnyy,50.72,136.63,65.91,95,100,5.44,RU,1595292972
301,los llanos de aridane,28.66,-17.92,73.4,69,75,16.11,ES,1595292972
302,san patricio,19.22,-104.7,86.0,79,20,20.8,MX,1595292972
303,dingle,11.0,122.67,85.06,73,0,4.88,PH,1595292755
304,lillesand,58.25,8.38,53.6,62,0,5.82,NO,1595292973
305,buraydah,26.33,43.98,91.4,21,0,3.36,SA,1595292973
306,mariestad,58.71,13.82,53.6,100,0,6.93,SE,1595292973
307,lima,-12.04,-77.03,60.8,77,90,6.93,PE,1595292973
308,lesnoy,57.62,63.08,54.45,82,53,8.23,RU,1595292973
309,sungaipenuh,-2.08,101.38,67.42,95,100,3.58,ID,1595292974
310,mandalgovi,45.76,106.27,73.78,31,88,10.56,MN,1595292974
311,valparaiso,-33.04,-71.63,55.4,87,40,4.7,CL,1595292974
312,padang,-0.95,100.35,80.96,71,88,5.03,ID,1595292974
313,mount pleasant,32.79,-79.86,84.99,83,1,10.67,US,1595292963
314,kapchorwa,1.4,34.45,56.93,93,100,1.95,UG,1595292975
315,robertsport,6.75,-11.37,76.51,88,100,13.42,LR,1595292975
316,mount gambier,-37.83,140.77,48.2,100,90,4.7,AU,1595292922
317,spirit river,55.78,-118.84,77.0,41,75,4.7,CA,1595292734
318,qasigiannguit,68.82,-51.19,53.6,50,100,2.24,GL,1595292975
319,guerrero negro,27.98,-114.06,78.4,49,0,16.37,MX,1595292844
320,mirnyy,62.54,113.96,57.2,100,90,6.71,RU,1595292976
321,ilongero,-4.67,34.87,54.16,85,0,12.21,TZ,1595292976
322,kaduy,59.2,37.15,59.14,95,100,3.11,RU,1595292976
323,zavetnoye,47.12,43.89,73.98,46,21,7.54,RU,1595292976
324,prince rupert,54.32,-130.32,60.8,100,90,9.17,CA,1595292862
325,luanda,-8.84,13.23,66.76,91,22,6.89,AO,1595292976
326,sal rei,16.18,-22.92,78.8,78,75,8.05,CV,1595292976
327,port lincoln,-34.73,135.87,54.63,69,78,6.2,AU,1595292977
328,eyl,7.98,49.82,80.19,53,95,27.27,SO,1595292977
329,buchanan,5.88,-10.05,75.2,100,75,4.7,LR,1595292977
330,taltal,-25.4,-70.48,59.32,67,100,3.13,CL,1595292977
331,luau,-10.71,22.22,53.92,56,0,5.44,AO,1595292977
332,inirida,3.87,-67.92,73.45,94,95,1.74,CO,1595292977
333,kupang,-10.17,123.58,82.4,58,20,11.41,ID,1595292978
334,saint-philippe,-21.36,55.77,64.4,63,90,6.93,RE,1595292978
335,maine-soroa,13.21,12.02,81.23,61,83,14.29,NE,1595292978
336,saint-ambroise,48.55,-71.33,68.0,60,75,13.87,CA,1595292978
337,ocampo,21.65,-101.5,68.99,53,63,6.29,MX,1595292978
338,yerbogachen,61.28,108.01,61.79,55,93,7.49,RU,1595292979
339,port hardy,50.7,-127.42,66.2,77,75,9.17,CA,1595292979
340,urucui,-7.23,-44.56,78.42,50,3,8.14,BR,1595292979
341,ciempozuelos,40.16,-3.62,82.0,42,0,9.17,ES,1595292979
342,vanavara,60.34,102.28,60.71,56,18,2.77,RU,1595292979
343,bacolod,10.67,122.95,84.15,76,93,4.09,PH,1595292922
344,christchurch,-43.53,172.63,62.01,51,0,5.82,NZ,1595292815
345,mvuma,-19.28,30.53,44.56,96,0,5.19,ZW,1595292980
346,asyut,27.18,31.18,78.8,34,0,9.17,EG,1595292980
347,channel-port aux basques,47.57,-59.14,64.18,82,100,8.3,CA,1595292980
348,bijie,27.31,105.29,68.23,86,99,11.92,CN,1595292980
349,coahuayana,18.73,-103.68,82.4,74,75,11.41,MX,1595292980
350,kangalassy,62.35,129.96,73.4,56,20,13.42,RU,1595292981
351,matay,28.42,30.78,75.96,60,0,15.08,EG,1595292981
352,vanderhoof,54.02,-124.02,79.93,39,100,3.71,CA,1595292981
353,takhtamygda,54.1,123.57,63.59,61,19,7.54,RU,1595292981
354,antsirabe,-19.85,47.03,40.86,90,51,4.14,MG,1595292981
355,iskenderun,36.59,36.17,80.6,69,0,6.93,TR,1595292981
356,maceio,-9.67,-35.74,73.4,83,40,2.24,BR,1595292981
357,tiksi,71.69,128.87,45.95,88,100,9.13,RU,1595292982
358,yarega,63.44,53.58,53.08,78,0,5.84,RU,1595292982
359,ryotsu,38.08,138.43,75.2,100,75,1.12,JP,1595292982
360,sandwick,60.0,-1.25,51.8,81,86,6.93,GB,1595292982
361,nadvoitsy,63.87,34.32,59.32,72,78,2.89,RU,1595292982
362,mananjary,-21.22,48.33,62.55,77,56,4.43,MG,1595292982
363,narsaq,60.92,-46.05,53.6,46,35,5.82,GL,1595292983
364,eustis,28.85,-81.69,86.0,66,1,11.41,US,1595292982
365,nyurba,63.28,118.33,61.03,98,100,4.09,RU,1595292983
366,portel,-1.94,-50.82,77.2,78,37,1.28,BR,1595292983
367,beachwood,41.46,-81.51,80.6,54,40,4.7,US,1595292983
368,lasa,46.62,10.7,57.2,87,5,1.95,IT,1595292983
369,mayo,38.89,-76.51,82.4,83,20,5.82,US,1595292767
370,mokhsogollokh,61.47,128.92,71.15,60,100,12.24,RU,1595292984
371,tsagan aman,47.56,46.72,74.8,51,59,6.33,RU,1595292984
372,ambon,-3.7,128.18,79.0,94,75,4.7,ID,1595292984
373,doha,25.29,51.53,95.0,56,100,1.12,QA,1595292940
374,hit,33.64,42.83,91.13,14,0,15.19,IQ,1595292984
375,novopokrovka,49.84,36.55,60.8,82,0,4.47,UA,1595292984
376,guangyuan,32.44,105.82,64.99,90,100,3.44,CN,1595292879
377,ulladulla,-35.35,150.47,57.2,41,0,12.75,AU,1595292985
378,lashio,22.93,97.75,70.16,98,100,1.12,MM,1595292985
379,oarai,36.32,140.6,69.8,94,75,4.7,JP,1595292985
380,kjollefjord,70.95,27.35,55.99,88,100,4.74,NO,1595292985
381,tonj,7.27,28.68,68.86,96,87,1.83,SS,1595292985
382,olinda,-8.01,-34.86,78.8,65,20,11.41,BR,1595292826
383,tromso,69.65,18.96,53.6,87,90,16.11,NO,1595292986
384,antofagasta,-23.65,-70.4,57.2,76,90,6.93,CL,1595292699
385,zhigalovo,54.81,105.16,62.69,49,76,2.21,RU,1595292986
386,port augusta,-32.5,137.77,54.0,81,75,6.93,AU,1595292986
387,bandar,2.05,99.75,76.96,89,98,2.08,ID,1595292986
388,smyrna,33.88,-84.51,87.8,55,75,6.93,US,1595292987
389,cherkessk,44.22,42.06,64.8,82,0,4.05,RU,1595292987
390,zhigansk,66.77,123.37,63.88,97,100,10.89,RU,1595292987
391,lagoa,39.05,-27.98,68.45,74,0,4.76,PT,1595292987
392,maningrida,-12.07,134.27,77.97,43,98,10.47,AU,1595292987
393,egvekinot,66.32,-179.17,52.95,54,0,1.03,RU,1595292988
394,iacobeni,47.43,25.32,46.99,91,2,2.57,RO,1595292988
395,fort nelson,58.81,-122.7,75.2,50,75,7.99,CA,1595292988
396,bolshaya glushitsa,50.24,43.59,62.24,73,97,1.32,RU,1595292988
397,sabang,5.89,95.32,82.89,74,100,3.87,ID,1595292988
398,polovragi,45.18,23.8,58.3,71,0,6.24,RO,1595292989
399,hornepayne,49.21,-84.77,60.98,73,0,5.06,CA,1595292989
400,henties bay,-22.12,14.28,66.0,53,0,2.21,NA,1595292989
401,longyearbyen,78.22,15.64,46.4,87,40,4.7,SJ,1595292989
402,chulman,56.85,124.91,66.27,47,0,13.58,RU,1595292989
403,fukue,32.69,128.84,80.6,94,75,10.29,JP,1595292989
404,alice springs,-23.7,133.88,50.0,87,90,11.41,AU,1595292696
405,coihaique,-45.58,-72.07,33.8,85,90,5.82,CL,1595292990
406,kudahuvadhoo,2.67,72.89,83.71,76,100,18.72,MV,1595292990
407,kununurra,-15.77,128.73,77.0,19,81,16.11,AU,1595292990
408,avera,33.19,-82.53,84.2,54,1,3.36,US,1595292768
409,maracacume,-2.04,-45.96,71.94,93,2,1.28,BR,1595292990
410,hirara,24.8,125.28,87.8,74,20,8.05,JP,1595292772
411,asheboro,35.71,-79.81,82.4,74,1,4.7,US,1595292976
412,tazovskiy,67.47,78.7,49.62,83,100,11.32,RU,1595292991
413,tindwari,25.62,80.53,85.14,71,100,10.6,IN,1595292991
414,moyobamba,-6.05,-76.97,66.27,91,0,1.66,PE,1595292991
415,roebourne,-20.78,117.13,68.59,48,0,16.4,AU,1595292991
416,kapoeta,4.77,33.59,72.43,75,100,3.67,SS,1595292992
417,maniitsoq,65.42,-52.9,49.19,89,100,7.92,GL,1595292992
418,umm lajj,25.02,37.27,85.62,59,21,10.0,SA,1595292992
419,north platte,41.12,-100.77,75.99,84,5,10.0,US,1595292854
420,svetlyy,54.67,20.13,60.8,87,40,8.95,RU,1595292992
421,manadhoo,5.77,73.38,82.69,77,100,18.1,MV,1595292992
422,shimoda,34.67,138.95,78.8,88,75,8.05,JP,1595292992
423,lodja,-3.48,23.43,69.69,48,0,0.4,CD,1595292905
424,mugur-aksy,50.35,90.5,61.79,57,96,1.1,RU,1595292993
425,petit goave,18.43,-72.87,84.2,70,100,5.82,HT,1595292993
426,olga,43.74,135.29,76.95,70,89,4.07,RU,1595292993
427,atouguia da baleia,39.34,-9.33,70.0,89,100,5.99,PT,1595292993
428,novo aripuana,-5.12,-60.38,77.11,60,81,1.48,BR,1595292754
429,anadyr,64.75,177.48,59.0,51,20,6.71,RU,1595292993
430,harper,4.38,-7.72,75.81,89,51,9.04,LR,1595292994
431,vostok,46.49,135.88,60.49,100,100,0.87,RU,1595292994
432,biloela,-24.42,150.5,66.02,52,100,10.69,AU,1595292746
433,neryungri,56.67,124.65,66.07,46,32,13.09,RU,1595292994
434,faanui,-16.48,-151.75,77.22,82,75,25.79,PF,1595292994
435,porangatu,-13.44,-49.15,67.82,44,0,2.28,BR,1595292994
436,bernay,49.17,0.67,57.0,81,0,6.73,FR,1595292995
437,lazaro cardenas,17.96,-102.2,82.96,79,0,7.72,MX,1595292995
438,ust-kuyga,70.02,135.6,82.31,44,100,6.49,RU,1595292995
439,luang prabang,19.89,102.13,77.0,94,75,0.85,LA,1595292995
440,bandarbeyla,9.49,50.81,78.87,63,43,26.8,SO,1595292995
441,lakes entrance,-37.88,147.98,55.0,72,0,1.99,AU,1595292995
442,bilibino,68.05,166.44,73.81,27,2,2.28,RU,1595292995
443,san jeronimo,-11.95,-75.28,48.83,58,0,4.18,PE,1595292996
444,fougamou,-1.22,10.58,69.71,90,99,2.01,GA,1595292996
445,kamina,-8.74,24.99,57.18,47,0,3.51,CD,1595292996
446,tahoua,14.89,5.27,84.2,62,100,9.17,NE,1595292997
447,selfoss,63.93,-21.0,43.0,88,0,2.64,IS,1595292997
448,keskin,39.67,33.61,64.99,62,0,5.01,TR,1595292997
449,carangola,-20.73,-42.03,62.37,80,0,3.18,BR,1595292804
450,plaster rock,46.91,-67.39,78.8,57,90,8.05,CA,1595292997
451,bozhou,33.88,115.77,79.05,76,100,6.8,CN,1595292998
452,black river,18.03,-77.85,78.8,88,40,3.36,JM,1595292998
453,kathu,7.92,98.33,84.0,94,20,3.36,TH,1595292998
454,basoko,1.24,23.62,70.18,84,1,2.46,CD,1595292998
455,quesnel,53.0,-122.5,80.6,34,1,2.24,CA,1595292998
456,sola,-13.88,167.55,84.2,66,75,5.82,VU,1595292998
457,tatarskaya pishlya,54.06,44.9,56.62,93,0,6.93,RU,1595292998
458,san borja,-14.82,-66.85,76.01,64,24,1.72,BO,1595292999
459,cabildo,-38.48,-61.9,46.0,99,89,4.0,AR,1595292999
460,sandpoint,48.28,-116.55,87.01,30,1,5.82,US,1595292999
461,orlik,52.52,99.83,65.41,42,1,2.89,RU,1595292999
462,wote,-1.78,37.63,58.14,87,78,1.74,KE,1595292999
463,pangai,-19.8,-174.35,78.8,78,20,4.7,TO,1595292999
464,marang,5.21,103.21,78.8,88,20,4.7,MY,1595292999
465,bayir,37.27,28.22,71.6,60,0,1.12,TR,1595293000
466,alta floresta,-9.88,-56.09,74.73,43,0,5.14,BR,1595293000
467,caravelas,-17.71,-39.25,70.59,86,34,7.07,BR,1595293000
468,guarapari,-20.67,-40.5,75.0,94,40,3.36,BR,1595292779
469,luderitz,-26.65,15.16,62.6,33,0,3.36,NA,1595293000
470,puerto montt,-41.47,-72.94,48.2,93,90,4.7,CL,1595293000
471,leningradskiy,69.38,178.42,48.27,60,0,13.24,RU,1595293000
472,boa vista,2.82,-60.67,80.6,83,40,3.36,BR,1595292775
473,kovernino,57.13,43.81,57.52,99,100,1.28,RU,1595293001
474,yatou,37.15,122.38,79.21,66,100,2.55,CN,1595293001
475,cidreira,-30.18,-50.21,66.31,79,100,6.71,BR,1595292761
476,fayaoue,-20.65,166.53,70.23,60,0,4.7,NC,1595293001
477,atar,20.52,-13.05,92.86,29,0,6.89,MR,1595293001
478,kilindoni,-7.91,39.67,76.95,71,0,18.84,TZ,1595293001
479,marzuq,14.4,46.47,80.64,45,96,11.1,YE,1595293001
480,tenenkou,14.46,-4.92,85.82,55,64,7.29,ML,1595293001
481,puerto escondido,15.85,-97.07,84.2,74,90,8.05,MX,1595292879
482,fatehpur,25.93,80.8,84.83,71,100,11.12,IN,1595293002
483,fort dodge,42.5,-94.17,78.8,65,1,10.29,US,1595292979
484,kalmunai,7.42,81.82,80.44,80,100,2.64,LK,1595293002
485,dire,12.28,-10.97,74.55,91,100,2.13,ML,1595293002
486,broken hill,-31.95,141.43,51.8,62,78,13.87,AU,1595292751
487,falmouth,50.15,-5.07,55.0,87,0,12.75,GB,1595293003
488,basco,20.45,121.97,84.79,78,6,11.9,PH,1595293003
489,khatanga,71.97,102.5,53.19,65,100,3.85,RU,1595293003
490,altay,47.87,88.12,70.81,50,100,3.42,CN,1595293003
491,aksarayskiy,46.79,48.01,78.8,69,0,2.24,RU,1595293003
492,kholuy,56.58,41.87,58.15,97,99,5.79,RU,1595293003
493,bulungu,-4.55,18.6,70.77,38,32,2.64,CD,1595293004
494,dresden,51.05,13.74,62.01,82,100,1.12,DE,1595293004
495,villa carlos paz,-31.42,-64.5,55.0,81,90,5.82,AR,1595292779
496,yar-sale,66.83,70.83,58.19,68,100,4.88,RU,1595292762
497,khandyga,62.67,135.6,79.75,41,100,10.18,RU,1595293004
498,mouila,-1.87,11.06,70.61,89,95,0.78,GA,1595293004
499,gazli,40.13,63.45,82.35,22,0,5.77,UZ,1595293005
500,petropavlovka,50.61,105.32,65.41,59,0,1.41,RU,1595293005
501,kisanga,-7.44,37.7,65.59,81,39,1.25,TZ,1595293005
502,scottsbluff,41.87,-103.67,86.0,42,1,3.02,US,1595293005
503,moranbah,-22.0,148.05,62.73,44,100,14.56,AU,1595293005
504,severodvinsk,64.56,39.83,51.8,93,0,4.47,RU,1595293005
505,sharan,54.82,54.0,58.62,91,0,2.51,RU,1595293006
506,saint joseph,39.77,-94.85,80.6,69,1,8.05,US,1595292714
507,tondano,1.3,124.91,86.0,66,20,2.24,ID,1595293006
508,la paz centro,12.34,-86.68,89.6,59,40,9.17,NI,1595293006
509,saint anthony,45.02,-93.22,80.6,42,75,4.7,US,1595293006
510,nelson,-41.28,173.28,57.99,95,94,4.0,NZ,1595293007
511,la seyne-sur-mer,43.1,5.88,71.01,95,0,4.5,FR,1595293007
512,gillette,44.29,-105.5,78.8,34,90,17.22,US,1595293007
513,soyo,-6.13,12.37,70.65,91,11,4.94,AO,1595293007
514,palu,-0.89,119.87,83.86,65,0,2.66,ID,1595292761
515,ucluelet,48.93,-125.55,71.6,60,20,10.29,CA,1595292957
516,san policarpo,12.18,125.51,84.74,78,100,4.61,PH,1595293008
517,kutum,14.2,24.67,72.54,72,0,6.96,SD,1595293008
518,galle,6.04,80.22,79.34,86,100,4.83,LK,1595293008
519,shuiji,27.42,118.34,87.37,71,96,0.92,CN,1595293009
520,olafsvik,64.89,-23.71,48.87,75,93,2.37,IS,1595293009
521,grand gaube,-20.01,57.66,69.01,57,93,3.0,MU,1595292778
522,nyagan,62.14,65.39,56.61,74,0,1.86,RU,1595293009
523,inverell,-29.78,151.12,54.0,39,95,4.0,AU,1595293009
524,buala,-8.14,159.59,82.31,80,34,10.65,SB,1595293009
525,tsumeb,-19.23,17.72,50.94,47,0,7.87,NA,1595293010
526,jumla,29.27,82.18,62.37,67,88,2.06,NP,1595293010
527,ibra,22.69,58.53,81.03,70,98,4.94,OM,1595293010
528,cauquenes,-35.97,-72.32,47.46,90,100,5.28,CL,1595293010
529,wamba,8.93,8.6,71.74,95,100,1.36,NG,1595293010
530,moreira sales,-24.06,-53.01,64.15,72,0,8.34,BR,1595293010
531,yulara,-25.24,130.99,53.6,81,90,13.87,AU,1595293011
532,muli,2.92,73.57,83.93,76,100,18.59,MV,1595293011
533,eskisehir,39.78,30.52,62.6,87,7,6.93,TR,1595293011
534,senador jose porfirio,-2.59,-51.95,78.44,69,0,4.07,BR,1595293011
535,lodeynoye pole,60.73,33.55,59.47,77,100,4.18,RU,1595293011
536,flinders,-34.58,150.86,60.01,53,19,7.0,AU,1595293011
537,stokmarknes,68.56,14.91,53.01,93,97,1.99,NO,1595293011
538,hualmay,-11.1,-77.61,59.9,85,9,8.34,PE,1595293012
539,midleton,51.92,-8.18,52.0,81,20,9.17,IE,1595293012
540,portobelo,9.55,-79.65,79.0,88,100,15.99,PA,1595293012
541,carate brianza,45.67,9.24,75.0,71,0,0.78,IT,1595293012
542,naujoji akmene,56.32,22.9,62.6,88,90,4.7,LT,1595293012
543,atambua,-9.11,124.89,79.38,52,100,2.1,ID,1595293012
544,belmonte,-15.86,-38.88,75.2,73,20,9.17,BR,1595292727
545,turukhansk,65.82,87.98,52.2,75,100,11.36,RU,1595293013
546,kostrzyn,52.4,17.23,59.0,86,56,1.99,PL,1595293013
547,lukovetskiy,64.3,41.92,51.8,93,0,4.47,RU,1595293013
548,bandiagara,14.35,-3.61,78.8,83,65,6.93,ML,1595293013
549,slyudyanka,51.66,103.71,66.0,58,24,2.57,RU,1595293013
550,verkhoyansk,67.54,133.38,84.15,49,100,7.65,RU,1595293014
551,nigde,37.83,34.75,64.54,63,0,2.42,TR,1595293014
552,semey,50.41,80.23,71.6,53,0,6.71,KZ,1595293014
553,griffith,41.53,-87.42,78.01,61,1,4.7,US,1595292786
554,ponyri,52.32,36.3,55.87,92,0,6.31,RU,1595293014
555,bocas del toro,9.33,-82.25,64.99,100,100,2.62,PA,1595293014
556,dabou,5.33,-4.38,75.2,100,75,5.82,CI,1595293015
557,nabire,-3.37,135.48,86.2,62,46,2.3,ID,1595293015
558,severnoye,56.35,78.36,58.3,83,49,11.01,RU,1595293015
559,noumea,-22.28,166.46,71.6,64,75,5.82,NC,1595293015
560,diffa,13.32,12.61,81.99,58,88,13.67,NE,1595292822
561,abha,18.22,42.51,66.2,72,100,7.74,SA,1595292812
562,chicama,-7.84,-79.15,60.94,85,22,5.5,PE,1595293015
563,samarai,-10.62,150.67,77.61,79,32,16.28,PG,1595293015
564,srednekolymsk,67.45,153.68,80.11,34,0,13.53,RU,1595293016
565,saint-augustin,51.23,-58.65,60.4,96,100,8.57,CA,1595293016
566,bubaque,11.28,-15.83,79.92,84,100,14.0,GW,1595292767
567,linxia,35.6,103.21,66.61,62,36,1.77,CN,1595293016
568,gat,31.61,34.76,78.01,66,0,0.85,IL,1595293016
569,anaconda,46.13,-112.94,78.8,26,1,8.05,US,1595293016
570,boddam,57.47,-1.78,51.8,87,0,8.05,GB,1595293016
571,dibulla,11.27,-73.31,80.17,84,12,4.38,CO,1595293017
572,sinnamary,5.38,-52.95,78.39,85,100,8.75,GF,1595293017
573,oistins,13.07,-59.53,82.4,69,20,16.11,BB,1595292749
574,namibe,-15.2,12.15,65.66,62,0,2.24,AO,1595293017
575,kapit,2.02,112.93,74.77,94,100,1.01,MY,1595293017
576,rosa zarate,0.33,-79.47,71.82,91,43,3.98,EC,1595293017
577,kidal,18.44,1.41,86.49,44,0,16.08,ML,1595293018
578,bucine,43.48,11.61,64.99,90,0,5.01,IT,1595293018
579,yumen,40.28,97.2,79.63,25,100,19.84,CN,1595293018
